EXTRACTO,TEMATICA
"Las infraestructuras de comunicaciones informáticas, dirigida a la Sra. Consejera de Industria, Comercio y Nuevas Tecnologías.",EDUCACIÓN Y COMUNICACIÓN
"Mejora de infraestructuras informáticas con cargo al protocolo de evaluación del profesorado universitario.",EDUCACIÓN Y COMUNICACIÓN
"Número de matrículas en la escuela de adultos de El Hierro de 2015 a 2018.",EDUCACIÓN Y COMUNICACIÓN
"Matriculados en Formación Profesional el curso 2015-2016.",EDUCACIÓN Y COMUNICACIÓN
"Matriculados en Bachillerato el curso 2015-2016.",EDUCACIÓN Y COMUNICACIÓN
"Solicitud al Gobierno del Estado en relación con los precios de las matrículas universitarias.",EDUCACIÓN Y COMUNICACIÓN
"El programa de gestión de la matrícula, notas y expedientes académicos de los alumnos (PINCEL).",EDUCACIÓN Y COMUNICACIÓN
"La convocatoria de becas universitarias 2017-2018, dirigida a la Sra. Consejera de Educación y Universidades.",EDUCACIÓN Y COMUNICACIÓN
"Becas universitarias, dirigida a la Sra. Consejera de Educación y Universidades.",EDUCACIÓN Y COMUNICACIÓN
"Nuevas titulaciones universitarias para el curso 2016/2017, dirigida a la Sra. Consejera de Educación y Universidades.",EDUCACIÓN Y COMUNICACIÓN
"Alumnos con becas universitarias en La Gomera en el curso 2017-2018, dirigida a la Sra. Consejera de Educación y Universidades.",EDUCACIÓN Y COMUNICACIÓN
"Alumnos de El Hierro matriculados en las Universidades el curso 2015/2016 en residencias universitarias, dirigida a la Sra. Consejera de Educación y Universidades.",EDUCACIÓN Y COMUNICACIÓN
"-Consejera de Educación y Universidades-, sobre política universitaria.",EDUCACIÓN Y COMUNICACIÓN
"Personal de la Reforma Educativa (LOCE).",EDUCACIÓN Y COMUNICACIÓN
"La Oficina para la Reforma Educativa.",EDUCACIÓN Y COMUNICACIÓN
"La Reforma Educativa puesta en marcha por el Gobierno de la Nación.",EDUCACIÓN Y COMUNICACIÓN
"El proceso de reforma de la inspección educativa.",EDUCACIÓN Y COMUNICACIÓN
"Número de centros educativos del mapa escolar de Tenerife para el curso 2020/2021.",EDUCACIÓN Y COMUNICACIÓN
"Plan educativo llevado a cabo durante el estado de alarma.",EDUCACIÓN Y COMUNICACIÓN
"Alumnado con necesidades específicas de apoyo educativo.",EDUCACIÓN Y COMUNICACIÓN
"Profesorado asociado a alumnado con necesidades específicas de apoyo educativo.",EDUCACIÓN Y COMUNICACIÓN
"Número de dispositivos informáticos entregados por centro educativo y criterios para hacer la distribución debido al estado de alarma.",EDUCACIÓN Y COMUNICACIÓN
"De la Sra. consejera de Economía, Conocimiento y Empleo, sobre el análisis de las empresas de inserción social y los centros especiales de empleo y sus efectos en el mercado laboral.",TRABAJO Y EMPLEO
"De la Sra. consejera de Economía, Conocimiento y Empleo, sobre las acciones para el reconocimiento de las competencias adquiridas en la experiencia laboral.",TRABAJO Y EMPLEO
"De la Sra. consejera de Economía, Conocimiento y Empleo, sobre el desempleo de Canarias.",TRABAJO Y EMPLEO
"Del Sr. consejero de Administraciones Públicas, Justicia y Seguridad, sobre la situación de la adjudicación de las plazas derivadas de las ofertas de empleo público de 2015, 2016 y 2017.",TRABAJO Y EMPLEO
"Cambios normativos para impulso de la vigilancia, mejora de las condiciones laborales y reconocimiento de las enfermedades laborales propias, en el sector turístico y hotelero.",TRABAJO Y EMPLEO
"Convocatoria de empleo de la Fundación IDEO.",TRABAJO Y EMPLEO
"Medidas para el fomento del empleo juvenil desde el año 2015.",TRABAJO Y EMPLEO
"Acciones para paliar en el sector turístico los efectos en la calidad del empleo como consecuencia de la reforma laboral.",TRABAJO Y EMPLEO
"Demandantes de empleo contratados como consecuencia de la Ley de Presupuestos Generales de la Comunidad Autónoma de Canarias para 2017.",TRABAJO Y EMPLEO
"Administraciones públicas que han presentado ofertas de empleo ante el Servicio Canario de Empleo.",TRABAJO Y EMPLEO
"Contratos menores adjudicados por la Consejería de Empleo, Políticas Sociales y Vivienda el primer trimestre de 2017.",TRABAJO Y EMPLEO
"Huelga del Personal Laboral de la Administración Pública.",TRABAJO Y EMPLEO
"La reestructuración del horario laboral de los trabajadores del Servicio Canario de la Salud, dirigida al Sr. Consejero de Sanidad.",TRABAJO Y EMPLEO
"Reuniones con los representantes de los trabajadores, dirigida al Sr. Presidente del Consejo Rector de RTVC.",TRABAJO Y EMPLEO
"Criterio de contratación del personal laboral administrativo, dirigida al Sr. Consejero de Educación, Cultura y Deportes.",TRABAJO Y EMPLEO
"La huelga del sector de la construcción por causa de la siniestralidad laboral, dirigida al Sr. Consejero de Empleo y Asuntos Sociales.",TRABAJO Y EMPLEO
"Medidas para reducir los accidentes laborales en Fuerteventura, dirigida al Sr. Consejero de Empleo y Asuntos Sociales.",TRABAJO Y EMPLEO
"Campaña de información para la inserción laboral de discapacitados, dirigida al Gobierno.",TRABAJO Y EMPLEO
"Huelga del Personal Laboral de la Administración Pública.",TRABAJO Y EMPLEO
"Preaviso de huelga en relación con la homologación del personal laboral.",TRABAJO Y EMPLEO
"El desempleo, dirigida al Sr. Consejero de Empleo, Industria y Comercio.",TRABAJO Y EMPLEO
"La tasa de desempleo.",TRABAJO Y EMPLEO
"De la Sra. consejera de Economía, Conocimiento y Empleo, sobre las cifras del paro en Canarias.",TRABAJO Y EMPLEO
"Medidas para contrarrestar el paro juvenil en Canarias.",TRABAJO Y EMPLEO
"Medidas y políticas para evitar que siga aumentando el paro, especialmente para que las mujeres afectadas recuperen el empleo, dirigida a la Sra. consejera de Economía, Conocimiento y Empleo.",TRABAJO Y EMPLEO
"Los últimos datos conocidos del paro en Canarias, dirigida a la Sra. consejera de Economía, Conocimiento y Empleo.",TRABAJO Y EMPLEO
"Valoración tras situarse Canarias por debajo de las cifras de paro de 2008 y descender de los 200000 parados, dirigida a la Presidencia del Gobierno.",TRABAJO Y EMPLEO
"La disminución este febrero del número de parados, dirigida a la Presidencia del Gobierno.",TRABAJO Y EMPLEO
"Parados inscritos de forma ininterrumpida durante más de doce meses en el Servicio Canario de Empleo a fecha 1 de junio de 2020.",TRABAJO Y EMPLEO
"El Programa de Movilidad Laboral de los Parados.",TRABAJO Y EMPLEO
"Datos en medios de comunicación acerca de parados que rechazan empleos.",TRABAJO Y EMPLEO
"Del Gobierno, sobre la incidencia del teletrabajo, su integración en la administración pública y las medidas a desarrollar para su conciliación, control, implementación y fomento en el tejido empresarial de las islas.",TRABAJO Y EMPLEO
"Incentivar el teletrabajo durante el coronavirus, dirigida a la Sra. consejera de Economía, Conocimiento y Empleo.",TRABAJO Y EMPLEO
"De la Sra. consejera de Economía, Conocimiento y Empleo, sobre el plan de rescate para las empresas y trabajadores autónomos en especiales dificultades. ",TRABAJO Y EMPLEO
"De la Sra. consejera de Economía, Comercio y Empleo, sobre abordaje desde la prevención de riesgos laborales del impacto en la salud mental de los trabajadores con profesiones sometidas a mayor presión por el COVID-19.",TRABAJO Y EMPLEO
"De la Sra. consejera de Turismo, Industria y Comercio, sobre la nueva promoción de teletrabajadores que ha puesto en marcha Turismo de Canarias.",TRABAJO Y EMPLEO
"Contratos indefinidos a trabajadores minusválidos en septiembre de 2006, dirigida al Gobierno.",TRABAJO Y EMPLEO
"Carné profesional para trabajadores y para constructores en materia de riesgos laborales.",TRABAJO Y EMPLEO
"Contratos temporales de trabajadores de la empresa pública Gestión y Planeamiento Territorial y Medioambiental SAU (GESPLAN) en Fuerteventura.",TRABAJO Y EMPLEO
"Lista de espera para cubrir bajas de trabajadores sociales en La Gomera.",TRABAJO Y EMPLEO
"Condiciones laborales en el sector cultural.",TRABAJO Y EMPLEO
"Condiciones laborales de los guardias civiles.",TRABAJO Y EMPLEO
"Mejora de las condiciones laborales en el sector turístico, dirigida al Gobierno.",TRABAJO Y EMPLEO
"Del Cabildo Insular de Lanzarote, sobre condiciones laborales en el sector de la hostelería.",TRABAJO Y EMPLEO
"Condiciones laborales del profesorado no universitario.",TRABAJO Y EMPLEO
"Despido o rescisión de contratos laborales del personal de Mercocanarias.",TRABAJO Y EMPLEO
"Contrato laboral y retribución, dirigida al Sr. Director General de Radiotelevisión Canaria.",TRABAJO Y EMPLEO
"Número de contratos laborales rescindidos en el sector turístico durante el mes de agosto.",TRABAJO Y EMPLEO
"De la Sra. consejera de Economía, Conocimiento y Empleo, sobre la evolución de los contratos laborales durante los últimos años.",TRABAJO Y EMPLEO
"Los contratos de los administrativos laborales que prestan servicios en Educación, dirigida al Sr. Consejero de Presidencia.",TRABAJO Y EMPLEO
"Contratos con la empresa TASISA.",TRABAJO Y EMPLEO
"Contratos indefinidos de trabajadores discapacitados en 2007, dirigida al Sr. Consejero de Empleo, Industria y Comercio.",TRABAJO Y EMPLEO
"Contratos indefinidos, dirigida al Sr. Consejero de Empleo, Industria y Comercio.",TRABAJO Y EMPLEO
"Contratos indefinidos de trabajadores discapacitados en 2009, dirigida al Sr. Consejero de Empleo, Industria y Comercio.",TRABAJO Y EMPLEO
"Trabajos del Observatorio Canario de Empleo en 2012.",TRABAJO Y EMPLEO
"Administrador o administradora general de partidos, federaciones y coaliciones que concurren a las elecciones al Parlamento de Canarias 2023.",VIDA POLÍTICA
"Impugnación de celebración de elecciones.",VIDA POLÍTICA
"Del Cabildo Insular de Tenerife, sobre la orientación general de la política insular.",VIDA POLÍTICA
"Investidura del candidato/a a la Presidencia de Canarias.",VIDA POLÍTICA
"Delegación en la Presidencia de la Junta Electoral de Canarias.",VIDA POLÍTICA
"Informe de la situación jurídica en la que se encuentra el partido político Nueva Canarias (NCa).",VIDA POLÍTICA
"Las repercusiones del pacto político entre Coalición Canaria y Partido Popular en la estructura funcionarial de la Comunidad Autónoma.",VIDA POLÍTICA
"Acta del último pleno del Consejo de Políticas de Juventud.",VIDA POLÍTICA
"Delegación en la Presidencia de la Comisión de la facultad de admitir solicitudes de presencias/comparecencias realizadas por los grupos parlamentarios.",VIDA POLÍTICA
"Delegación en la Presidencia de la Junta Electoral de Canarias.",VIDA POLÍTICA
"De la Presidencia y del Gobierno de Canarias.",VIDA POLÍTICA
"Escrito del Partido Político Independiente Tolerante Referendario Cultural Gratuito Naturaleza (PITRCGN), sobre recruso judicial en relación con el reparto de votos y escaños en el Parlamento de Canarias de las Elecciones Autonómicas del 28 de mayo de 1995.",VIDA POLÍTICA
"Vox (VOX).",VIDA POLÍTICA
"Solicitud de amparo a la Mesa del Parlamento y queja a la Alcaldía del Excmo. Ayuntamiento de Los Llanos de Aridane.",VIDA POLÍTICA
"Acuerdos de la Mesa del Parlamento de 10 y de 13 de octubre de 2022, de solicitud de informes al Consejo Municipal de Canarias.",VIDA POLÍTICA
"Solicitud de aprobación de modelo oficial de papeletas electorales a utilizar en las elecciones al Parlamento de Canarias de 28 de mayo de 2023.",VIDA POLÍTICA
"Del Gobierno, sobre los avances de la agenda canaria en la Conferencia de Presidentes del pasado 4 de septiembre.",VIDA POLÍTICA
"Grupo Parlamentario Sí Podemos Canarias.",VIDA POLÍTICA
"Grupo Parlamentario Agrupación Socialista Gomera (ASG).",VIDA POLÍTICA
"Aclaración de situación política de grupo parlamentario.",VIDA POLÍTICA
"Contactos con el Ministro de Administraciones Públicas, dirigida al Sr. Consejero de Presidencia y Justicia.",VIDA POLÍTICA
"Creación de oficinas de uso institucional de los grupos parlamentarios en las islas no sede del Parlamento.",VIDA POLÍTICA
"El pacto de gobierno entre Coalición Canaria y PSOE, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"La oportunidad y la urgencia del PSOE de reformar el Estatuto de Autonomía, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"Decretos del Presidente del Gobierno.",VIDA POLÍTICA
"Formación política Partido Socialista Obrero Español (PSOE).",VIDA POLÍTICA
"Campaña electoral de Juan Fernando López Aguilar, candidato del PSC-PSOE.",VIDA POLÍTICA
"La oportunidad y la urgencia del PSOE de reformar el Estatuto de Autonomía, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"Formación política Vox.",VIDA POLÍTICA
"De la formación política VOX, contra el acuerdo de la Junta Electoral de Canarias, sobre composición de la Comisión de Control de Radio y Televisión.",VIDA POLÍTICA
"Denuncia por el mantenimiento de vallas de propaganda electoral por parte de un candidato del Partido Popular.",VIDA POLÍTICA
"Formación política Partido Popular.",VIDA POLÍTICA
"Medidas para combatir de forma efectiva la corrupción.",VIDA POLÍTICA
"Mesa del Parlamento.",VIDA POLÍTICA
"Impugnación del acto del Cabildo de El Hierro, por el que se proclama Presidente a un consejero expulsado de un partido político, dirigida al Sr. Consejero de Presidencia, Justicia e Igualdad.",VIDA POLÍTICA
"Del Ayuntamiento de La Orotava, sobre adhesión a la declaración institucional del Parlamento de Canarias en contra de toda actitud o acción cuyo objetivo sea sembrar el odio entre la ciudadanía.",VIDA POLÍTICA
"Decretos del Presidente del Gobierno en los que se sustituya al Consejero de Sanidad.",VIDA POLÍTICA
"Las repercusiones del pacto político entre Coalición Canaria y Partido Popular en la estructura funcionarial de la Comunidad Autónoma.",VIDA POLÍTICA
"Las repercusiones para Canarias del pacto suscrito entre el Partido Popular y Coalición Canaria, en Madrid, el 11 de abril de 1996.",VIDA POLÍTICA
"Modificación de iniciativas por cambio de grupo parlamentario. ",VIDA POLÍTICA
"Grupo Parlamentario Popular.",VIDA POLÍTICA
"Grupo Parlamentario Nueva Canarias (NC).",VIDA POLÍTICA
"Grupo Parlamentario Sí Podemos Canarias.",VIDA POLÍTICA
"Grupo Parlamentario Socialista Canario.",VIDA POLÍTICA
"Unidad de los partidos políticos democráticos en la lucha contra el terrorismo, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"El nuevo curso político desde una minoría parlamentaria, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"-Consejera de Empleo, Políticas Sociales y Vivienda-, sobre líneas de actuación, iniciativas legislativas, compromisos políticos y financiación.",VIDA POLÍTICA
"-Consejera de Hacienda-, sobre líneas de actuación, iniciativas legislativas, compromisos políticos y financiación.",VIDA POLÍTICA
"La atención de los políticos a los ciudadanos.",VIDA POLÍTICA
"El objetivo político del reciente viaje a Cuba, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"Negociación con el Ejecutivo central para la acogida de refugiados políticos, dirigida al Sr. Presidente del Gobierno.",VIDA POLÍTICA
"Del Ayuntamiento de El Rosario, sobre la democracia en Venezuela y respeto a los derechos humanos.",VIDA POLÍTICA
"Solicitud al Gobierno del Estado para la reforma de la Ley Electoral en relación con la democracia paritaria e igualitaria.",VIDA POLÍTICA
"Creación de un archivo de los ex presidentes del Gobierno de Canarias durante la democracia.",VIDA POLÍTICA
"Formación política Contigo Somos Democracia.",VIDA POLÍTICA
"Una línea de subvenciones en apoyo a la comercialización y promoción del sector textil, dirigida a la Sra. consejera de Turismo, Industria y Comercio.",INDUSTRIA
"La instalación de la Empresa Textil Kiabi, dirigida al Sr. Consejero de Empleo, Industria y Comercio.",INDUSTRIA
"Impulso e incentivo del tejido industrial de las islas no capitalinas.",INDUSTRIA
"-Consejero de Economía, Industria, Comercio y Conocimiento-, sobre la política industrial.",INDUSTRIA
"Pérdida de peso industrial de la empresa Carburos Metálicos, dirigida a la Sra. Consejera de Empleo, Industria y Comercio.",INDUSTRIA
"Caída de la producción de subsectores industriales durante la crisis, dirigida al Sr. Consejero de Empleo, Industria y Comercio.",INDUSTRIA
"Diagnóstico del sector industrial en Canarias.",INDUSTRIA
"Proyecto presentado a cada isla del plan director insular de las necesidades y actuaciones en materia industrial.",INDUSTRIA
"El proyecto de construcción de la Vía de Ronda de La Laguna.",INDUSTRIA
"El proyecto Dreamland-Ciudad Cinematográfica de Fuerteventura.",INDUSTRIA
"Proyectos presentados a la convocatoria de largometraje cinematográfico (ficción, animación y documental).",INDUSTRIA
"Política industrial en Canarias.",INDUSTRIA
"Estudios de comercialización de productos industriales canarios.",INDUSTRIA
"Repercusión de las políticas de investigación y desarrollo tecnológico en la actividad industrial.",INDUSTRIA
"Licencia de actividad industrial en el Barranco de Santiago, Alajeró, dirigida al Sr. Consejero de Economía, Industria, Comercio y Conocimiento.",INDUSTRIA
"Informe elaborado por el ITC sobre el diagnóstico de las áreas industriales en funcionamiento.",INDUSTRIA
"Número de unidades y coste de las soluciones habitacionales de madera adquiridas para paliar los efectos del Volcán de La Palma sobre el parque de vivienda de la isla.",INDUSTRIA
"Inversión ejecutada del proyecto Regeneración de áreas Industriales.",INDUSTRIA
"Medidas específicas dirigidas a los autónomos del sector industrial en Canarias.",INDUSTRIA
"Medidas para favorecer la creación de empresas vinculadas al sector industrial de Canarias.",INDUSTRIA
"Competencias en materia de medio ambiente industrial respecto a la refinería de CEPSA en Santa Cruz de Tenerife.",INDUSTRIA
"La proliferación de actividades relacionadas con la minería submarina, dirigida al Sr. Consejero de Presidencia, Justicia e Igualdad.",INDUSTRIA
"Investigación en productos y procesos químicos, dirigida al Gobierno.",INDUSTRIA
"Compuesto o partículas de industrias petroquímicas en el aire de Santa Cruz de Tenerife desde 2007.",INDUSTRIA
"La Estrategia de Desarrollo Industrial.",INDUSTRIA
"La Estrategia Canaria de las Industrias Culturales y Creativas Audivisuales.",INDUSTRIA
"Ejes programáticos de la Consejería de Industria, Comercio y Nuevas Tecnologías.",INDUSTRIA
"Medidas para mejorar la innovación y la transformación digital del sector industrial en Canarias.",INDUSTRIA
"Fomento de la industria audiovisual y la producción cinematográfica, dirigida al Sr. Presidente del Consejo Rector de RTVC.",INDUSTRIA
"Patrocinios o ayudas al cine y al sector audiovisual, dirigida a la Sra. Consejera de Turismo.",INDUSTRIA
"Espectáculos realizados durante 2022 en el Teatro Guiniguada.",INDUSTRIA
"Los criterios de Radio Televisión Canaria para retransmitir determinados espectáculos de máxima audiencia, dirigida al Sr. administrador único de RTVC.",INDUSTRIA
"Difusión y promoción de las actividades musicales y espectáculos entre los jóvenes, dirigida a la Sra. Consejera de Empleo y Asuntos Sociales.",INDUSTRIA
"La retransmisión por la Televisión Canaria de la Romería del Pino en Gran Canaria el 7 de septiembre.",INDUSTRIA
"La Lucha Canaria en la programación de la Televisión Pública, dirigida al Sr. Presidente del Consejo Rector de RTVC.",INDUSTRIA
"Nuevo programa en la televisión autonómica sobre emprendedores.",INDUSTRIA
"Del Director General de Radiotelevisión Canaria, ante la Comisión de Control de Radiotelevisión Canaria, sobre el Segundo Canal de RTVC.",INDUSTRIA
"La parrilla de programación del Canal Internacional de TVC, dirigida al Sr. Director General de Radiotelevisión Canaria.",INDUSTRIA
"La adjudicación de las concesiones para la explotación de canales de televisión digital terrestre.",INDUSTRIA
"Asignación de canales de Televisión Digital Terrestre a la zona norte de Gran Canaria.",INDUSTRIA
"La serie la Revoltosa, dirigida al Sr. Director General de Radiotelevisión Canaria.",INDUSTRIA
"Debate emitido el 6 de noviembre por la Televisión Canaria en el programa Cuando el río suena, dirigida al Gobierno.",INDUSTRIA
"Datos de Radiotelevisión Canaria para la Audiencia de Cuentas de Canarias, dirigida al Gobierno.",INDUSTRIA
"Evaluación de los efectos de los contenidos de la televisión en menores de 18 años.",INDUSTRIA
"Memoria de la Radiotelevisión Canaria de 2008.",INDUSTRIA
"Copia del documento contractual de programas recientemente incorporados a Televisión Canaria SA.",INDUSTRIA
"La retransmisión por la Televisión Canaria de la Romería del Pino en Gran Canaria el 7 de septiembre.",INDUSTRIA
"Accesibilidad en la Televisión Canaria, dirigida al Sr. Presidente del Consejo Rector de RTVC.",INDUSTRIA
"-Consejera de Cultura, Deportes, Políticas Sociales y Vivienda, sobre desarrollo de la producción cinematográfica.",INDUSTRIA
"Apoyo a producciones cinematográficas hechas en Canarias por Radiotelevisión Canaria, dirigida al Gobierno.",INDUSTRIA
"Fomento de la industria audiovisual y la producción cinematográfica, dirigida al Sr. Consejero de Economía, Industria y Comercio y Conocimiento.",INDUSTRIA
"Medidas para potenciar la industria cinematográfica, dirigida a la Sra. Consejera de Política Territorial, Sostenibilidad y Seguridad.",INDUSTRIA
"-Consejera de Turismo, Cultura y Deportes-, sobre la producción cinematográfica en 2015.",INDUSTRIA
"Celebración del Día del Cine.",INDUSTRIA
"Apoyo a los jóvenes canarios para proyectos cinematográficos, dirigida al Sr. Director General de Radiotelevisión Canaria.",INDUSTRIA